<pre>
 
                Tageswerte der Station 10655 W�rzburg                                               
 STAT JJJJMMDD QN     TG     TN     TM     TX    RFM     FM     FX     SO     NM     RR     PM
10655 20241214  9   -1.1   -0.9    0.6    2.5   83.0    3.0   12.1    1.2    7.9    0.0  988.9
10655 20241213  9   -0.9   -0.9    0.1    0.7   84.0    3.0    8.2    0.0    8.0    0.0  995.9
10655 20241212  9   -0.5   -0.6    0.5    1.4   83.0    2.0    5.4    0.0    8.0    0.0  998.3
10655 20241211  9    0.2    0.9    1.3    1.8   84.0    2.0    8.3    0.0    7.9    0.0  996.7
10655 20241210  9    1.6    1.8    2.4    3.0   89.0    3.0   10.3    0.0    7.5    1.1  993.2
10655 20241209  9    1.6    2.1    3.1    4.7   82.0    3.0   11.9    0.1    7.9    0.6  987.3
10655 20241208  9   -2.0    0.5    3.9    5.3   87.0    2.0    8.6    3.3    6.3    0.0  975.8
10655 20241207  9    0.5    1.7    4.2    6.6   88.0    3.0   10.5    0.0    7.5    8.6  974.5
10655 20241206  9    3.5    4.0    6.5    8.3   78.0    5.0   21.4    0.2    7.4    0.8  977.8
10655 20241205  9   -1.4   -0.4    1.7    4.6   86.0    2.0    9.2    4.0    7.3    6.1  990.4
10655 20241204  9   -3.8   -1.4    1.3    3.6   89.0    1.0    5.6    0.5    6.3    0.0  993.3
10655 20241203  9   -1.5    1.7    4.3    6.7   90.0    2.0    9.7    0.1    6.5    0.4  986.3
10655 20241202  9   -2.1   -1.6    1.3    3.5   92.0    2.0    6.2    0.0    7.8    3.4  986.9
10655 20241201  9   -7.0   -5.3   -1.8   -0.4   92.0    2.0    7.0    0.0    5.3    0.0  993.9
10655 20241130  9   -5.5   -2.8    0.8    5.7   83.0    2.0    6.4    8.1    3.4    0.0  999.0
10655 20241129  9   -4.0   -1.0    3.5    7.1   80.0    2.0    6.3    3.7    5.0    0.0 1000.2
10655 20241128  9    2.4    4.2    6.9   10.6   72.0    4.0   14.2    2.8    6.5    0.0  990.4
10655 20241127  9    1.0    2.3    7.3   11.9   84.0    3.0   16.3    2.8    6.9    0.2  987.9
10655 20241126  9    2.6    4.6    8.6   11.7   85.0    2.0   10.2    1.6    6.4    0.4  987.8
10655 20241125  9    2.0    4.2    8.9   13.4   76.0    2.0   12.3    0.6    7.9    2.1  980.7
10655 20241124  9    2.4    3.6    9.3   15.6   69.0    2.0    6.7    5.2    7.3    0.0  985.3
10655 20241123  9   -0.3    1.3    2.8    4.7   75.0    3.0   10.6    1.8    7.2    0.4  988.2
10655 20241122  9   -4.2   -2.4    0.0    3.0   80.0    4.0   16.2    2.3    6.3    0.4  973.3
10655 20241121  9   -3.5   -1.9    0.3    2.3   82.0    3.0   11.4    0.6    7.5    0.1  967.8
10655 20241120  9   -2.0   -0.3    2.3    4.5   76.0    4.0   16.4    0.7    7.0    0.7  969.5
10655 20241119  9    2.8    3.2    7.9   11.1   87.0    5.0   22.4    0.0    7.7   13.7  966.5
10655 20241118  9    3.0    3.8    4.8    6.2   91.0    3.0   17.3    0.0    7.2   10.1  979.3
10655 20241117  9    2.4    3.4    4.3    5.2   84.0    4.0   13.5    0.0    7.6    5.2  981.5
10655 20241116  9    1.3    1.8    4.7    6.5   80.0    2.0    6.9    0.1    7.9    0.0  988.3
10655 20241115  9    4.4    5.5    6.7    8.2   89.0    1.0    3.3    0.0    7.9    0.0  994.6
10655 20241114  9    2.2    3.6    5.1    6.6   94.0    2.0    5.6    0.0    7.9    1.0  994.9
10655 20241113  9    3.0    3.0    4.0    5.8   88.0    1.0    4.2    0.0    7.9    1.7  997.8
10655 20241112  9    4.0    4.1    5.9    8.0   87.0    2.0    9.9    0.1    7.9    0.0  996.3
</pre>
